,id,rank,name,symbol,category,tokenRole,totalTokensForSale,endDate,type,tokensForSale,startDate,ieoPlatformExchange,ICO_price,intended_raise,hardCap,softCap,actual_raised,platform,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
1396,1267,,COMSA [ETH],CMS,Blockchain Service,,,2017-11-06,ICO,0,2017-10-02,,1.0,95372124.0,,,,,2022-02-19 00:00:00+00:00,0.14160114,0.0264617130375,0.0264617130375,,,,,,,,,,,,,,,,,,,,
697,1271,1563.0,FairGame,FAIR,Gaming,,,2017-12-30,ICO,0,,,0.1237,,,,,,2022-02-19 00:00:00+00:00,0.00420762,0.0007862989875,0.006356499494745351,2022-03-21 00:00:00+00:00,0.00337684,0.0006590114312499999,0.011683996917946644,2022-04-20 00:00:00+00:00,0.003020529728,0.0004958031739962432,0.01569210665114182,,,,,,,,,,,,
1000,1273,,Bee Token,BEE,Real Estate,,,2018-02-02,ICO,0,2018-01-31,,0.2,15000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1277,1298.0,Lympo,LYM,Healthcare,,,2018-02-28,ICO,0,2018-02-17,,0.0217,16857899.0,12700000.0,,,,2022-02-19 00:00:00+00:00,0.00400621,0.00074866049375,0.03450048358294931,2022-03-21 00:00:00+00:00,0.00508294,0.0009919675093750001,0.08021327203341014,2022-04-20 00:00:00+00:00,0.004991244706,0.0008192850891308115,0.11796834526524477,,,,,,,,,,,,
1394,1278,,Envion,EVN,Mining,,,2018-01-17,ICO,0,2017-12-15,,0.7,100000000.0,150000000.0,,,,2022-02-24 00:00:00+00:00,0.00611388,0.0011425313250000002,0.0016321876071428575,2022-03-26 00:00:00+00:00,0.007404559579,0.0014450460803392187,0.0036965391504845987,,,,,,,,,,,,,,,,
1810,1280,,Restart Energy MWAT,MWAT,Energy,,,2018-01-23,ICO,0,2018-01-23,,0.0864,30000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,1282,,Insights Network,INSTAR,Blockchain Service,,,2018-02-09,ICO,0,2018-02-05,,0.18,17376260.0,17400000.0,,,,2022-02-19 00:00:00+00:00,0.0196251,0.0036674405625000002,0.020374669791666668,2022-03-21 00:00:00+00:00,0.0326546,0.00637274928125,0.05577883246527778,2022-04-20 00:00:00+00:00,0.018677457264,0.003065800845404024,0.07281105938418903,,,,,,,,,,,,
1975,1286,,Experty Wisdom Token,WIS,Blockchain Service,,,2018-01-26,ICO,0,,,1.05,9468000.0,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,1296,,Ink Protocol,XNK,Blockchain Service,,,2018-01-22,ICO,0,2018-01-22,,0.13,15000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,1299,,IPChain,IPC,,,,2018-06-20,ICO,0,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,1300,,Fortuna,FOTA,Trading and investment,,,2018-01-21,ICO,0,2018-01-21,,0.08,2000000.0,2000000.0,,,,2022-02-20 00:00:00+00:00,0.00041759,7.803713125e-05,0.000975464140625,,,,,,,,,,,,,,,,,,,,
1298,1301,,DMarket,DMT,Gaming,,,2017-12-01,ICO,0,2017-11-14,,0.63,19026768.0,53300000.0,,,,2022-02-19 00:00:00+00:00,0.01041332,0.0019459891750000001,0.0030888717063492065,2022-03-21 00:00:00+00:00,0.01033373,0.0020166919953125,0.006289970111607143,2022-04-20 00:00:00+00:00,0.010791419753,0.0017713515996433701,0.00910163931739027,,,,,,,,,,,,
1673,1304,,COPYTRACK,CPY,Blockchain Service,,,2018-02-10,ICO,0,2018-01-10,,1.19,11087368.0,62900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,1306,1191.0,Cashaa,CAS,Financial services,,,2017-12-06,ICO,0,2017-11-06,,0.1,11110000.0,32000000.0,,,,2022-02-19 00:00:00+00:00,0.01262805,0.0023598668437500004,0.0235986684375,2022-03-21 00:00:00+00:00,0.01032328,0.0020146526125,0.0437451945625,2022-04-20 00:00:00+00:00,0.010617192392,0.001742753146272747,0.06117272602522747,,,,,,,,,,,,
1009,1316,,Datawallet,DXT,Blockchain Service,,,2018-02-06,ICO,0,2018-02-05,,0.18,39436870.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,1326,,Pabyosi Coin (Special),PCS,,,,2017-11-05,ICO,0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1333,,Zap,ZAP,Data Service,,,2017-11-20,ICO,0,2017-10-21,,0.19,2827944.0,32200000.0,,,,2022-02-19 00:00:00+00:00,0.00811757,0.0015169708937499999,0.007984057335526314,2022-03-21 00:00:00+00:00,0.00508456,0.0009922836625,0.013206602927631579,2022-04-20 00:00:00+00:00,0.012371938391,0.002030784953341725,0.023894944787324866,,,,,,,,,,,,
1931,1334,,DIMCOIN,DIM,Currency,,,2017-08-27,ICO,0,2017-07-16,,0.01,14005746.0,13500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1336,,Vezt,VZT,Marketplace,,,2017-12-01,ICO,0,2017-11-03,,0.5,1378806.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1342,,Dether,DTH,Financial services,,,2018-02-09,ICO,0,2018-02-07,,0.23,13444650.0,13400000.0,,,,2022-02-19 00:00:00+00:00,0.0037323,0.0006974735625,0.00303249375,2022-03-21 00:00:00+00:00,0.00404219,0.0007888586421875,0.006462313933423913,,,,,,,,,,,,,,,,
1060,1345,,Gladius Token,GLA,Security,,,2017-12-29,ICO,0,2017-11-24,,1.25,14681250.0,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1346,,Nitro,NOX,Gaming,,,2017-12-26,ICO,0,2017-11-30,,0.97,2694156.0,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,1354,,EDRCoin,EDRC,,,,2018-03-14,ICO,0,,,0.27,,,,,,2022-02-24 00:00:00+00:00,0.00611388,0.0011425313250000002,0.004231597500000001,,,,,,,,,,,,,,,,,,,,
1700,1392,,Sense,SENSE,Mobile,,,2017-12-01,ICO,0,2017-11-07,,0.1,15000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,1398,,Fazzcoin,FAZZ,,,,2018-03-05,ICO,0,,,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1401,,Storjcoin X,SJCX,Cloud Storage,,,2017-05-25,ICO,0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,1412,,United Traders Token,UTT,Trading and investment,,,2017-12-25,ICO,0,2017-11-30,,0.9,30854682.0,58500000.0,,,,2022-02-19 00:00:00+00:00,0.19381968,0.0362200527,0.040244502999999994,2022-03-21 00:00:00+00:00,0.14048277,0.0274160905828125,0.07070682586979167,,,,,,,,,,,,,,,,
1671,1419,,Francs,FRN,Currency,,,2018-02-18,ICO,0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1446,,Levocoin,LEVO,,,,2017-12-07,ICO,0,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,1455,,Quotient,XQN,,,,2017-10-12,ICO,0,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1462,,ANRYZE,RYZ,Blockchain Service,,,2017-10-12,ICO,0,2017-09-12,,0.02,1759099.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,1474,,LinkedCoin,LKC,,,,2017-09-19,ICO,0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,1489,,TodayCoin,TODAY,,,,2017-08-30,ICO,0,,,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,1506,,DeltaCredits,DCRE,,,,2017-12-06,ICO,0,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,1544,,Astro,ASTRO,Trading and investment,,,2017-10-25,ICO,0,2017-09-20,,0.89,2352240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1546,165.0,Ontology,ONT,Blockchain infrastructure,Utility,,2018-01-08,ICO,0,,,0.2,,,,,,2019-12-06 00:00:00+00:00,0.61093181,0.11416788199375,0.5708394099687499,2020-01-05 00:00:00+00:00,0.53044676,0.10352000050625,1.0884394124999999,2020-02-04 00:00:00+00:00,0.77909326,0.12788383029848474,1.7278585639924238,2020-03-05 00:00:00+00:00,0.71593144,0.11542689873037931,2.30499305764432,2020-04-04 00:00:00+00:00,0.38252667,0.06143272061941608,2.6121566607414004,2020-05-04 00:00:00+00:00,0.49089122,0.06481634163920415,2.9362383689374214
165,1547,398.0,Blox,CDT,Blockchain Service,,,2017-08-17,ICO,0,,,0.03,,,,,,2022-02-19 00:00:00+00:00,0.11472828,0.021439847325,0.7146615775,2022-03-21 00:00:00+00:00,0.1303657,0.025441681140625002,1.5627176155208335,2022-04-20 00:00:00+00:00,0.125463276303,0.02059409978135962,2.249187608232821,,,,,,,,,,,,
1187,1549,,DATx,DATX,Advertising,,,2018-03-06,ICO,0,,,0.0353,44150000.0,44200000.0,,,,2022-02-19 00:00:00+00:00,7.09e-05,1.3249437500000002e-05,0.00037533817280453264,2022-03-21 00:00:00+00:00,6.508e-05,1.2700768749999998e-05,0.0007351333215297451,2022-04-20 00:00:00+00:00,3.0222239e-05,4.960812629179012e-06,0.0008756662572005386,,,,,,,,,,,,
174,1552,422.0,TomoChain,TOMO,Blockchain infrastructure,,,2018-03-02,ICO,0,2018-03-01,,0.25,8575000.0,8500000.0,,,,2022-02-19 00:00:00+00:00,1.07685847,0.20123792658125,0.804951706325,2022-03-21 00:00:00+00:00,1.16078785,0.2265350038515625,1.71109172173125,2022-04-20 00:00:00+00:00,1.1525676975,0.1891875843395248,2.4678420590893495,,,,,,,,,,,,
1129,1554,,Electrify.Asia,ELEC,Energy,,,2018-02-24,ICO,0,2018-02-23,,0.08,29102830.0,30000000.0,,,,2022-02-19 00:00:00+00:00,0.00094052,0.000175759675,0.0021969959375,2022-03-21 00:00:00+00:00,0.00082893,0.00016177087031249998,0.004219131816406249,2022-04-20 00:00:00+00:00,0.001628944559,0.00026738219959545804,0.007561409311349475,,,,,,,,,,,,
429,1557,1017.0,TE-FOOD,TONE,Blockchain Service,,,2018-02-22,ICO,0,2018-02-22,,0.0391,19089273.0,19100000.0,,,,2022-02-19 00:00:00+00:00,0.02150949,0.00401958594375,0.10280270955882352,2022-03-21 00:00:00+00:00,0.02335769,0.0045583991890625,0.2193858090233376,2022-04-20 00:00:00+00:00,0.025516099274,0.004188325938585973,0.3265041194731067,,,,,,,,,,,,
1788,1560,,ShipChain,SHIP,Blockchain Service,,,2018-01-06,ICO,0,,,0.34,30000000.0,30000000.0,,,,2022-02-19 00:00:00+00:00,0.00164611,0.00030761680625000006,0.0009047553125000001,2022-03-21 00:00:00+00:00,0.00186007,0.00036300428593749996,0.0019724149770220588,2022-04-20 00:00:00+00:00,0.001373830745,0.00022550668433766308,0.0026356699309563617,,,,,,,,,,,,
431,1561,1020.0,BABB,BAX,Financial services,,,2018-02-21,ICO,0,2018-02-06,,0.0012,20000000.0,20000000.0,,,,2022-02-19 00:00:00+00:00,0.00033904,6.33581e-05,0.052798416666666674,2022-03-21 00:00:00+00:00,0.00028417,5.54575515625e-05,0.09901304296875,2022-04-20 00:00:00+00:00,0.000378328358,6.21004981246743e-05,0.15076345807264527,,,,,,,,,,,,
1805,1562,,Graft,GRFT,Blockchain infrastructure,,,2018-02-18,ICO,0,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,1566,,LALA World,LALA,Financial services,,,2018-01-13,ICO,0,2018-01-05,,0.13,20191350.0,20200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1569,1636.0,Debitum,DEB,Financial services,,,2018-02-25,ICO,0,2018-01-25,,0.13,17200000.0,17200000.0,,,,2022-02-19 00:00:00+00:00,0.00306383,0.00057255323125,0.004404255625,2022-03-21 00:00:00+00:00,0.00495957,0.0009678910828125,0.011849571646634615,2022-04-20 00:00:00+00:00,0.004966370633,0.0008152021482382613,0.018120357402313547,,,,,,,,,,,,
1393,1571,,Storiqa,STQ,Marketplace,,,2018-01-29,ICO,0,2017-11-28,,0.007,25000000.0,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1572,92.0,Synthetix,SNX,DeFi,,,2018-02-28,ICO,0,2018-02-26,,0.67,30000000.0,30000000.0,,,,2019-12-06 00:00:00+00:00,1.23093251,0.23003051280625,0.3433291235914179,2020-01-05 00:00:00+00:00,1.15038612,0.22450504123125,0.6784112746828358,2020-02-04 00:00:00+00:00,1.15467624,0.18953368987668104,0.9612973789763896,2020-03-05 00:00:00+00:00,0.78581734,0.12669433615704329,1.1503934030913796,2020-04-04 00:00:00+00:00,0.66717498,0.10714644850934055,1.3103134754933803,2020-05-04 00:00:00+00:00,0.77157512,0.10187730914851142,1.462369160789666
185,1573,450.0,Loom Network [OLD],LOOM,Blockchain infrastructure,,,2018-01-11,ICO,0,2018-01-05,,0.076,45808270.0,57000000.0,,,,2022-02-19 00:00:00+00:00,0.08171322,0.015270157987500001,0.2009231314144737,2022-03-21 00:00:00+00:00,0.08157618,0.015920101378125,0.4103981495476974,2022-04-20 00:00:00+00:00,0.086106098813,0.014133837749111386,0.5963696988781103,,,,,,,,,,,,
1006,1579,,HireMatch,HIRE,,,,2018-02-15,ICO,0,,,0.04,,,,,,2022-03-01 00:00:00+00:00,0.0082292,0.0015378317500000002,0.038445793750000005,,,,,,,,,,,,,,,,,,,,
2000,1581,,Banca,BANCA,Artificial Intelligence,,,2018-02-26,ICO,0,2018-02-26,,0.002,1000000.0,1000000.0,,,,2022-02-19 00:00:00+00:00,2.646e-05,4.9447125e-06,0.00247235625,2022-03-21 00:00:00+00:00,2.825e-05,5.5131640625e-06,0.00522893828125,2022-04-20 00:00:00+00:00,2.1997894e-05,3.6108320886000934e-06,0.007034354325550047,,,,,,,,,,,,
1413,1586,,Dragon Coins,DRG,Currency,,,2018-03-15,ICO,0,2018-02-15,,3.03,320000000.0,407500000.0,,,,2022-02-19 00:00:00+00:00,0.00132169,0.00024699081875,8.151512169966998e-05,2022-03-21 00:00:00+00:00,0.0008432,0.00016455575,0.00013582395008250828,2022-04-20 00:00:00+00:00,0.001682034562,0.00027609662864108735,0.00022694494963402224,,,,,,,,,,,,
998,1587,,UpToken,UP,,,,2017-12-15,ICO,0,2017-10-16,,0.1,18934021.0,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,1590,,NaPoleonX,NPX,Trading and investment,,,2018-02-28,ICO,0,2018-01-22,,0.87,13951976.0,18300000.0,,,,2022-02-24 00:00:00+00:00,0.11677447,0.021822229081250002,0.025083021932471267,,,,,,,,,,,,,,,,,,,,
1399,1592,,LatiumX,LATX,Collaboration,,,2018-01-13,ICO,0,2017-11-15,,0.08,14400000.0,15000000.0,,,,2022-02-20 00:00:00+00:00,0.001215,0.000227053125,0.0028381640624999998,,,,,,,,,,,,,,,,,,,,
536,1596,1248.0,BnkToTheFuture,BFT,Financial services,,,2018-03-01,ICO,0,,,0.0207,,,,,,2022-02-19 00:00:00+00:00,0.01446598,0.0027033300125,0.1305956527777778,2022-03-21 00:00:00+00:00,0.01151016,0.0022462796625,0.23911157850241546,2022-04-20 00:00:00+00:00,0.013862566314,0.002275463245569686,0.3490373391579558,,,,,,,,,,,,
184,1599,445.0,Wanchain,WAN,Blockchain infrastructure,,,2017-10-04,ICO,0,2017-10-03,,0.34,35990000.0,36000000.0,,,,2022-02-19 00:00:00+00:00,0.41938065,0.07837175896875001,0.23050517343750002,2022-03-21 00:00:00+00:00,0.47768519,0.0932232503609375,0.5046912039108457,2022-04-20 00:00:00+00:00,0.468575612063,0.07691408350147108,0.7309090965622311,,,,,,,,,,,,
1434,1600,,Slimcoin,SLM,Currency,,,2017-06-18,ICO,0,,,3.8,,,,,,2022-02-19 00:00:00+00:00,2.92592846,0.5467828809625,0.14389023183223687,2022-03-21 00:00:00+00:00,2.5826493900000003,0.5040201700171876,0.2765271186788652,2022-04-20 00:00:00+00:00,2.189584000475,0.3594080492250982,0.37110818426441733,,,,,,,,,,,,
1142,1601,,AMLT Token,AMLT,Blockchain Service,,,2018-01-30,ICO,0,2017-12-12,,0.39,19042042.0,16000000.0,,,,2022-02-23 00:00:00+00:00,0.03640478,0.0068031432625,0.017443957083333333,,,,,,,,,,,,,,,,,,,,
1651,1604,,Lendroid Support Token,LST,Trading and investment,,,2018-02-20,ICO,0,2018-02-19,,0.0198,47500000.0,47500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1607,,Spectiv,SIG,VR,,,2018-01-01,ICO,0,,,0.5,,,,,,2022-02-19 00:00:00+00:00,4.486e-05,8.3832125e-06,1.6766425e-05,,,,,,,,,,,,,,,,,,,,
1128,1611,,IP Exchange,IPSX,Marketplace,,,2018-03-05,ICO,0,2018-02-28,,0.0122,7904319.0,9300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1613,,BlitzPick,XBP,,,,2018-04-12,ICO,0,,,0.0292,,,,,,2022-02-19 00:00:00+00:00,0.0009972,0.00018635175,0.0063819092465753425,,,,,,,,,,,,,,,,,,,,
1657,1614,,Blocklancer,LNC,Blockchain Service,,,2017-12-31,ICO,0,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,1621,,Sentient Coin,SEN,Artificial Intelligence,,,2018-03-28,ICO,0,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1622,772.0,Carbon,SWTH,Exchange token,,,2018-03-17,ICO,0,,,0.016,,,,,,2022-02-19 00:00:00+00:00,0.01352767,0.0025279833312500002,0.157998958203125,2022-03-21 00:00:00+00:00,0.01845336,0.0036012885374999996,0.38307949179687495,2022-04-20 00:00:00+00:00,0.017009963472,0.002792091003375735,0.5575851795078585,,,,,,,,,,,,
996,1624,,Sentinel Chain,SENC,Marketplace,,,2018-03-09,ICO,0,2018-03-06,,0.08,14400000.0,14400000.0,,,,2022-02-19 00:00:00+00:00,0.00090022,0.0001682286125,0.0021028576562499997,2022-03-21 00:00:00+00:00,0.00066738,0.000130243378125,0.0037308998828125004,2022-04-20 00:00:00+00:00,0.000789550417,0.00012960031452425333,0.005350903814365667,,,,,,,,,,,,
1646,1828,,CommerceBlock,CBT,Financial services,,,2017-12-19,ICO,0,2017-11-28,,0.0625,8820470.0,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,1839,,Omnitude,ECOM,Blockchain Service,,,2018-06-01,ICO,0,2018-03-28,,0.46,,,,,,2022-02-19 00:00:00+00:00,0.01041122,0.0019455967375000003,0.004229558125,2022-03-21 00:00:00+00:00,0.00718233,0.0014016765890625,0.007276681144701088,2022-04-20 00:00:00+00:00,0.009028583397,0.0014819918054196296,0.010498402460830718,,,,,,,,,,,,
902,1842,1937.0,BitCapitalVendor,BCV,,,,2018-01-16,ICO,0,,,0.0055,,,,,,2022-02-19 00:00:00+00:00,0.00018752,3.50428e-05,0.006371418181818182,2022-03-21 00:00:00+00:00,0.00016968,3.31141125e-05,0.01239216590909091,2022-04-20 00:00:00+00:00,0.000164608868,2.701963118117294e-05,0.017304826123849627,,,,,,,,,,,,
809,1857,1768.0,LocalTrade,LTT,DeFi,Utility,750000.0,2021-12-07,IDO,750000,2021-12-07,,0.2,133300.0,150000.0,,,,2022-02-19 00:00:00+00:00,0.28269039,0.05282776663125001,0.26413883315625003,2022-03-21 00:00:00+00:00,0.26325028,0.05137493745625,0.5210135204375,2022-04-20 00:00:00+00:00,0.199743189921,0.03278673493226622,0.6849471950988312,,,,,,,,,,,,
1948,1889,,Zipper,ZIP,Blockchain infrastructure,,,2018-01-04,ICO,0,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1890,,View,VIEW,Blockchain Service,,,2018-03-22,ICO,0,2018-02-20,,0.45,12000000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,1897,,Hurify,HUR,IOT,,,2018-01-14,ICO,0,,,0.0318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,1907,,FLIP,FLP,Gaming,,,2018-01-29,ICO,0,2018-12-04,,0.6369,,,,,,2022-02-20 00:00:00+00:00,0.00345198,0.0006450887625,0.0010128572185586434,2022-03-22 00:00:00+00:00,0.002904464714,0.0005668244418415625,0.0019028312205080272,,,,,,,,,,,,,,,,
1466,1923,,Bionic,BNC,,,,2018-08-31,ICO,0,2018-01-01,,0.02,,,,,,2022-02-19 00:00:00+00:00,2.841e-05,5.30911875e-06,0.0002654559375,,,,,,,,,,,,,,,,,,,,
1139,1931,,GreenMed,GRMD,,,,2017-12-15,ICO,0,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1937,,CarBlock,CAR,Business,,,2018-05-28,ICO,0,,,0.0382,22920000.0,22900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1947,,CrowdWiz,WIZ,Trading and investment,,,2018-01-31,ICO,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,1952,,Eristica,ERT,Gaming,,,2017-11-30,ICO,0,,,1.72,,,,,,2022-02-24 00:00:00+00:00,0.0003492,6.525675e-05,3.793997093023256e-05,,,,,,,,,,,,,,,,,,,,
1684,2013,,28VCK,VCK,Blockchain Service,Utility,,2021-05-18,IEO,1500000,2021-05-18,"{'id': 72, 'name': 'BitMart', 'slug': 'bitmart'}",0.0336,50400.0,,,,,2022-02-19 00:00:00+00:00,0.00886615,0.0016568617812500002,0.04931136253720239,2022-03-21 00:00:00+00:00,0.00860315,0.0016789584921875,0.099280365280878,2022-04-20 00:00:00+00:00,0.008641515514,0.0014184567628195105,0.141496340364792,,,,,,,,,,,,
237,2014,569.0,Cortex,CTXC,Artificial Intelligence,,,2018-03-02,ICO,0,2018-02-07,,0.58,34870400.0,34900000.0,,,,2022-02-19 00:00:00+00:00,0.2795144,0.0522342535,0.09005905775862069,2022-03-21 00:00:00+00:00,0.252083,0.049195572968750004,0.17487901115301727,2022-04-20 00:00:00+00:00,0.265110833035,0.04351647039295124,0.24990740838224354,,,,,,,,,,,,
1456,2020,,EduCoin,EDU,Education,,,2018-01-28,ICO,0,,,0.1,,,,,,2022-02-19 00:00:00+00:00,9.98e-06,1.8650125e-06,1.8650124999999998e-05,,,,,,,,,,,,,,,,,,,,
1583,2031,,SOLA Token,SOLA,DeFi,,,2017-12-25,ICO,0,2017-11-27,,0.1,2233700.0,5000000.0,,,,2022-02-19 00:00:00+00:00,0.00478729,0.00089462481875,0.008946248187499999,2022-03-21 00:00:00+00:00,0.00524385,0.0010233701015625002,0.019179949203125,2022-04-20 00:00:00+00:00,0.0061775451,0.0010140097081954426,0.029320046285079428,,,,,,,,,,,,
1421,2033,,e-Chat,ECHT,Social,,,2017-11-15,ICO,0,2017-10-16,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,2036,1820.0,Friendz,FDZ,IOT,,,2018-03-21,ICO,0,2018-03-01,,0.067,18118800.0,50300000.0,,,,2022-02-19 00:00:00+00:00,0.0027853,0.0005205029375000001,0.007768700559701493,2022-03-21 00:00:00+00:00,0.00074538,0.000145465565625,0.009939828404850746,2022-04-20 00:00:00+00:00,0.003103981645,0.0005095013425463231,0.017544326054795865,,,,,,,,,,,,
819,2038,1785.0,Tokenpay,TPAY,Currency,,,2017-12-26,ICO,0,2017-12-07,,5.46,40948500.0,40900000.0,,,,2022-02-19 00:00:00+00:00,0.03661097,0.00684167501875,0.0012530540327380952,2022-03-21 00:00:00+00:00,0.02837433,0.0055374278390625,0.0022672349556433153,2022-04-20 00:00:00+00:00,0.031241525184,0.005128122793536288,0.003206451584496115,,,,,,,,,,,,
1653,2041,,Rentberry,BERRY,Real Estate,,,2018-03-01,ICO,0,2017-12-05,,0.35,27500000.0,30000000.0,,,,2022-02-19 00:00:00+00:00,0.00072989,0.00013639819375000002,0.00038970912500000006,,,,,,,,,,,,,,,,,,,,
1017,2046,,ODEM,ODE,Blockchain Service,,,2018-03-18,ICO,0,,,0.05,12000000.0,12000000.0,,,,2022-02-19 00:00:00+00:00,0.01921332,0.0035904891750000003,0.0718097835,2022-03-21 00:00:00+00:00,0.0182491,0.0035614259218750004,0.1430383019375,2022-04-20 00:00:00+00:00,0.018203192403,0.0029879529032967363,0.20279736000343473,,,,,,,,,,,,
991,2050,,Monero Classic,XMC,Currency,,,2017-12-16,ICO,0,,,0.25,,,,,,2022-02-19 00:00:00+00:00,0.22527084,0.042097488225,0.1683899529,2022-03-21 00:00:00+00:00,0.2258515,0.044076331796875,0.3446952800875,2022-04-20 00:00:00+00:00,0.351594019675,0.057712205013915545,0.5755441001431622,,,,,,,,,,,,
1269,2057,,eREAL,EREAL,Currency,,,2017-09-30,ICO,0,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,2061,,Apex,CPX,Blockchain Service,,,2018-01-29,ICO,0,2018-01-29,,0.16,25000000.0,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,2062,,Arbitracoin,ATC,,,,2018-01-17,ICO,0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,2066,,TraDove B2BCoin,BBC,,,,2018-02-28,ICO,0,2018-02-01,,0.16,52000000.0,52000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2067,,AdHIve,ADH,Advertising,,,2018-02-28,ICO,0,2018-02-28,,0.17,17491749.0,17500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2069,,eosDAC,EOSDAC,,,,2017-12-23,ICO,0,,,0.81,,,,,,2022-02-19 00:00:00+00:00,0.00090899,0.00016986750625000002,0.00020971297067901235,2022-03-21 00:00:00+00:00,0.00077337,0.0001509279890625,0.0003960438213734568,2022-04-20 00:00:00+00:00,0.000942419199,0.00015469287581174802,0.0005870226804003062,,,,,,,,,,,,
1143,2071,,SnipCoin,SNIP,Media,,,2017-10-29,ICO,0,2017-09-29,,0.0039,4972669.0,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,2079,,SyncFab,MFG,Blockchain Service,,,2018-03-15,ICO,0,2018-02-15,,0.12,9155717.0,19700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,2080,,Auctus,AUC,DeFi,,,2018-04-17,ICO,0,2018-03-27,,0.26,3865575.0,3900000.0,,,,2022-02-22 00:00:00+00:00,0.02611333,0.00487992854375,0.0187689559375,,,,,,,,,,,,,,,,,,,,
1136,2081,,BelugaPay,BBI,,,,2017-06-24,ICO,0,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2085,,MyToken,MT,,,,2018-03-31,ICO,0,,,0.006,,,,,,2022-02-19 00:00:00+00:00,7.99e-05,1.4931312500000001e-05,0.0024885520833333335,2022-03-21 00:00:00+00:00,6.242e-05,1.2181653125e-05,0.004518827604166667,2022-04-20 00:00:00+00:00,0.000116132279,1.9062468413360787e-05,0.0076959056730601305,,,,,,,,,,,,
1071,2089,,StarCoin,KST,,,,2017-11-24,ICO,0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,2090,,Earth Token,EARTH,,,,2017-10-10,ICO,0,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2091,,MARK.SPACE,MRK,,,,2017-10-31,ICO,0,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
